longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-119.334,49.385,ALLE,Allendale Lake,SF,,,2wd OK,5,5100,NH ND PT NW NS NR N$,BC,11.5,W,Beaverdell
-120.603,49.683,ALLI,Allison Lake Provincial Park,PP,604.476.9069,,,24,,NR,BC,12.7,N,Coalmont
-121.81,49.078,ALLI,Allison Pool,SF,,,2wd OK-RV not recommended - res (604)858-0020,8,,NH ND PT NW NS RS L$,BC,7.2,S,Rosedale
-122.47,49.319,ALOU,Alouette - Golden Ears Provincial Park,PP,604.466.8325,,,205,,NR,BC,,,
-121.824,54.147,AMAN,Amanita Lake,SF,,,2wd OK-swimming,8,2300,NH ND PT NW NS NR N$,BC,5,NE,Upper Fraser
-115.998,49.044,AMER,America Creek,SF,,,2wd OK,5,3500,NH ND PT NW NS NR N$,BC,4.7,SE,Yahk
-122.505,58.55,ANDY,Andy Bailey Regional Park,CP,250.774.2541,,,,1574,NR,BC,,,
-121.552,49.997,APOC,Apocynum,SF,,,2wd OK-RVs can access,15,,NH ND PT NW NS NR L$,BC,16.4,S,Lytton
-125.588,50.08,APPL,Apple Point,SF,,,2wd OK-RVs can access,5,,NH ND PT NW NS NR N$,BC,16.5,W,Heriot Bay
-121.26,51.398,ARRO,Arrowhead - Green Lake Provincial Park,PP,250 397.2523,,,16,3541,NR,BC,8.8,NE,70 Mile House
-126.849,54.287,ASPE,Aspen,SF,,,2wd OK,8,2200,NH ND PT NW NS NR N$,BC,29.3,S,Telkwa
-125.918,52.411,ATNA,Atnarko - Tweedsmuir South Provincial Park,PP,250.397.2523,,,24,,NR,BC,,,
-125.615,54.446,AUGI,Augier Lake,SF,,,2wd OK-swimming,10,2900,NH ND PT NW NS NR N$,BC,15.9,N,Burns Lake
-120.134,51.039,BADG,Badger Lake,SF,,,2wd OK,18,3600,NH ND PT NW NS NR N$,BC,13.6,NE,Heffley Creek
-118.794,50.571,BAIR,Baird Lake,SF,,,2wd OK-RVs can access,8,2700,NH ND PT NW NS NR N$,BC,15.2,E,Enderby
-123.528,48.605,BAMB,Bamberton Provincial Park,PP,250.474.1336,,,53,,RS,BC,3.4,SE,Mill Bay
-121.509,53.09,BARK,Barkerville Historic Town Park,CP,250.994.3297,,,,4017,NR,BC,2.7,E,Wells
-123.41,53.486,BART,Barton Lake,SF,,,2wd OK,8,2600,NH ND PT NW NS NR N$,BC,,,
-123.967,53.357,BATN,Batnuni Lake E.,SF,,,2wd OK,5,2900,NH ND PT NW NS NR N$,BC,,,
-121.763,49.468,BEAR,Bear Creek,SF,,,2wd OK,40,,NH ND PT NW NS NR L$,BC,11.6,N,Harrison Hot Springs
-119.513,49.927,BEAR,Bear Creek Provincial Park,PP,250.548.0076,,,122,,RS,BC,35.4,SE,Douglas Lake
-120.952,56.334,BEAT,Beatton Provincial Park,PP,250.964.2243,,,37,2379,RS,BC,3.7,N,Charlie Lake
-124.614,54.062,BEAU,Beaumont Provincial Park,PP,250.964.3489,,,49,2230,RS,BC,2.5,W,Fort Fraser
-117.606,49.063,BEAV,Beaver Creek Provincial Park,PP,250.367.9165,,,19,,NR,BC,5.3,SE,Trail
-117.458,50.182,BEAL,Beaver Lake,SF,,,2wd OK,8,2900,NH ND PT NW NS NR N$,BC,13.7,N,New Denver
-123.174,58.978,BEAL,Beaver Lake,SF,,,2wd OK,5,1800,NH ND PT NW NS NR N$,BC,,,
-120.022,53.258,BEAR,Beaver River,SF,,,2wd OK,10,2400,NH ND PT NW NS NR N$,BC,,,
-122.368,50.998,BEAC,Beaverdam Creek,SF,,,2wd OK-RVs can access,5,3500,NH ND PT NW NS NR N$,BC,25,W,Pavilion
-121.611,51.28,BEAD,Beaverdam Lake,SF,,,2wd OK-RVs can access,8,3700,NH ND PT NW NS NR N$,BC,9.4,W,70 Mile House
-119.155,50.262,BECK,Becker Lake,SF,,,2wd OK,8,4000,NH ND PT NW NS NR N$,BC,,,
-121.684,49.364,BENC,Bench - Sasquatch Provincial Park,PP,604.986.9371,,,64,,NR,BC,6.3,NE,Harrison Hot Springs
-121.823,51.309,BIGB,Big Bar Lake Provincial Park,PP,250.397.2523,,,46,3706,RS,BC,18.2,NW,Clinton
-123.734,51.52,BIGL,Big Lake,SF,,,2wd OK,5,4300,NH ND PT NW NS NR L$,BC,,,
-121.119,50.484,BIGO,Big Ok - Island Lake,SF,,,2wd OK,,4900,NH ND PT NW NS NR N$,BC,11.6,NE,Spences Bridge
-125.546,53.897,BINN,Binta Lake N.,SF,,,,10,2700,NH ND PT NW NS NR N$,BC,,,
-125.431,53.855,BINS,Binta Lake S.,SF,,,2wd OK,8,2700,NH ND PT NW NS NR N$,BC,,,
-122.662,50.564,BIRK,Birkenhead Lake Provincial Park,PP,604.986.9371,,,79,2149,RS,BC,8.1,W,Darcy
-118.086,50.834,BLAN,Blanket Creek Provincial Park,PP,250 837.5734,,,63,,RS,BC,,,
-123.874,53.354,BOAT,Boat Lake W.,SF,,,2wd OK,5,2800,NH ND PT NW NS NR N$,BC,,,
-124.297,49.606,BOBS,Bobs Lake - Texada Island,SF,,,2wd OK-Take car/pass ferry from Powell River,10,2100,NH ND PT NW NS NR N$,BC,9.9,SE,Gillies Bay
-123.485,53.614,BOBT,Bobtail Lake,SF,,,2wd OK,18,2700,NH ND PT NW NS NR N$,BC,,,
-125.709,54.242,BOER,Boer Mountain,SF,,,2wd OK,13,2800,NH ND PT NW NS NR N$,BC,2.3,E,Burns Lake
-119.494,50.532,BOLE,Bolean Lake,SF,,,2wd OK-RVs can access,5,4800,NH ND PT NW NS NR N$,BC,,,
-126.743,50.34,BONA,Bonanza S,SF,,,2wd OK,13,,NH ND PT NW NS NR N$,BC,,,
-121.669,52.558,BOOT,Bootjack Lake,SF,,,2wd OK-RVs can access,10,3200,NH ND PT NW NS NR N$,BC,,,
-125.089,53.936,BORE,Borel Lake,SF,,,2wd OK,5,3000,NH ND PT NW NS NR N$,BC,10.8,S,Endako
-120.741,49.875,BOSS,Boss Lake,SF,,,2wd OK-RVs can access,25,3400,NH ND PT NW NS NR L$,BC,23.2,SW,Quilchena
-118.696,49.059,BOUN,Boundary Creek Provincial Park,PP,250.548.0076,,,18,2347,NR,BC,2.2,S,Greenwood
-122.284,54.261,BOU1,Boundary Lake,SF,,,2wd OK,5,2600,NH ND PT NW NS NR N$,BC,,,
-116.889,49.009,BOU2,Boundary Lake,SF,,,2wd OK,,4200,NH ND PT NW NS NR N$,BC,18,W,Creston
-121.408,53.258,BOWR,Bowron Lake Provincial Park,PP,778.373.6107,,,25,2985,NR,BC,,,
-129.143,59.383,BOYA,Boya Lake Provincial Park,PP,250.638.8490,,,44,2498,NR,BC,,,
-120.043,49.883,BREN,Brenda Lake,SF,,,2wd OK,5,5600,NH ND PT NW NS NR N$,BC,21.1,S,Douglas Lake
-119.607,51.169,BREC,Brennan Creek,SF,,,2wd OK,13,,NH ND PT NW NS NR L$,BC,,,
-125.577,50.088,BREW,Brewster Lake,SF,,,2wd OK-RVs can access - swimming,20,,NH ND PT NW NS NR L$,BC,16,W,Heriot Bay
-120.698,51.483,BRID,Bridge Lake Provincial Park,PP,250.397.2523,,,13,3756,NR,BC,1.4,E,Bridge Lake
-122.047,51.622,BRIG,Brigham Springs,SF,,,2wd OK-RVs can access,5,2800,NH ND PT NW NS NR N$,BC,27.9,SW,Lac La Hache
-120.262,49.415,BROM,Bromley Rock Provincial Park,PP,604.795.6161,,,17,,NR,BC,27.8,NW,Cawston
-119.182,49.818,BROW,Browne Lake,SF,,,2wd OK,5,4300,NH ND PT NW NS NR N$,BC,14.8,E,Kelowna
-119.684,50.96,BRUS,Brush Creek - Adams Lake Provincial Park,PP,250.955.0861,,,27,,NR,BC,,,
-120.441,49.827,BUCK,Buck Lake,SF,,,2wd OK,10,4400,NH ND PT NW NS NR N$,BC,,,
-122.845,57.387,BUCK,Buckinghorse River Wayside,PP,250 773.6468,,,33,3314,NR,BC,,,
-126.843,54.6,BULK,Bulkley River,SF,,,2wd OK,10,1900,NH ND PT NW NS NR N$,BC,10.5,SE,Telkwa
-123.394,52.089,BULL,Bull Canyon Provincial Park,PP,250.397.2523,,,20,2433,NR,BC,4.9,W,Alexis Creek
-123.548,55.519,BURD,Burden Lake,SF,,,,13,2500,NH ND PT NW NS NR N$,BC,,,
-125.468,50.036,BURB,Burnt Beach,SF,,,2wd OK-small RVs can access,5,,NH ND PT NW NS NR N$,BC,,,
-125.632,49.837,BUTT,Buttle Lake - Strathcona Provincial Park,PP,250.474.1336,,,85,,NR,BC,,,
-123.101,50.064,CALC,Cal-Cheak,SF,,,2wd OK,50,1700,NH ND PT NW NS NR L$,BC,7.3,SW,Whistler
-125.591,50.08,CAM5,Camp 5,SF,,,2wd OK-RVs can access,5,,NH ND PT NW NS NR N$,BC,,,
-125.53,50.017,CAML,Campbell Lake,SF,,,2wd OK,,,NH ND PT NW NS NR L$,BC,,,
-124.862,54.523,CAMS,Camsell Lake,SF,,,2wd OK,5,3100,NH ND PT NW NS NR N$,BC,,,
-119.024,52.679,CANO,Canoe Reach Marina,SF,,,2wd OK-RVs can access,18,2500,NH ND PT NW NS NR L$,BC,,,
-118.286,51.302,CARN,Carnes Creek,SF,,,2wd OK-RVs can access,33,1900,NH ND PT NW NS NR L$,BC,,,
-122.468,50.861,CARO,Carol Lake,SF,,,2wd OK-small RVs can access,8,3100,NH ND PT NW NS NR N$,BC,28.2,W,Pavilion
-123.352,54.825,CARP,Carp Lake Provincial Park,PP,250.964.3489,,,102,2851,NR,BC,,,
-116.431,50.813,CART,Cartwright Lake,SF,,,2wd OK-swimming - trucks on road,18,3800,NH ND PT NW NS NR N$,BC,,,
-121.777,49.441,CASC,Cascade Peninsula,SF,,,,25,,NH ND PT NW NS NR L$,BC,9.7,N,Harrison Hot Springs
-116.985,51.263,CEDA,Cedar Lake,SF,,,2wd OK - swimming,8,3400,NH ND PT NW NS NR L$,BC,2.4,S,Golden
-121.536,52.577,CEDA,Cedar Point Provincial Park,PP,,,,40,2441,NR,BC,,,
-120.281,49.696,CHAI,Chain Lake W.,SF,,,2wd OK-RVs can access,30,3300,NH ND PT NW NS NR L$,BC,27.7,W,Summerland
-117.611,49.187,CHAM,Champion Lakes Provincial Park,PP,250.825.4212,,,95,3530,RS,BC,4.1,SE,Genelle
-116.59,51.239,CHAN,Chancellor Peak - Yoho National Park,CNP,250.343.6783,,,59,3738,VT NR,BC,11.7,SW,Field
-126.674,54.913,CHAP,Chapman Lake,SF,,,2wd OK-RVs can access,5,2600,NH ND PT NW NS NR N$,BC,,,
-121.002,56.306,CHAR,Charlie Lake Provincial Park,PP,250.964.2243,,,58,2621,RS,BC,2.3,NW,Charlie Lake
-125.237,52.153,CHAR,Charlotte Lake,SF,,,2wd OK,10,3900,NH ND PT NW NS NR N$,BC,23.8,NW,Kleena Kleene
-123.883,51.588,CHAU,Chaunigan Lake,SF,,,2wd OK,5,4900,NH ND PT NW NS NR N$,BC,,,
-121.942,49.291,CHEH,Chehalis River,SF,,,2wd OK-RVs can access - res (604)796-0102,55,,NH ND PT NW NS RS L$,BC,3.4,N,Harrison Mills
-115.542,49.181,CHER,Cherry Lake,SF,,,2wd OK,10,4000,NH ND PT NW NS NR N$,BC,17.2,S,Wardner
-118.602,50.272,CHEV,Cherryville,SF,,,2wd OK - RVs can access,5,1700,NH ND PT NW NS NR N$,BC,2.2,NE,Cherryville
-124.957,53.642,CHES,Cheslatta River,SF,,,2wd OK,8,2600,NH ND PT NW NS NR N$,BC,,,
-121.455,49.091,CHIL,Chilliwack Lake Provincial Park,PP,604.986.9371,,,146,2150,NR,BC,17,E,Rosedale
-121.876,49.077,CHI2,Chilliwack River Provincial Park 1,PP,,,,,,NR,BC,7.9,SW,Rosedale
-121.917,49.079,CHI3,Chilliwack River Provincial Park 2,PP,,,,,,NR,BC,5.7,S,Chilliwack
-121.842,49.072,CHI4,Chilliwack River Provincial Park 3,PP,,,,,,NR,BC,7.8,S,Rosedale
-121.952,51.919,CHIM,Chimney Lake,SF,,,2wd OK,10,2900,NH ND PT NW NS NR L$,BC,21.8,W,Lac La Hache
-121.977,51.928,CHIN,Chimney Lake N.,SF,,,2wd OK-RVs can access - swimming,25,2900,NH ND PT NW NS NR L$,BC,23,W,Lac La Hache
-124.074,48.434,CHIN,China Beach - Juan de Fuca Provincial Park,PP,250.474.1336,,,75,,NR,BC,,,
-121.653,49.101,CHIP,Chipmunk Peninsula,SF,,,2wd OK-res (604) 858-0020,20,,NH ND PT NW NS RS L$,BC,14,E,Chilliwack
-122.569,53.282,CHUB,Chubb Lake,SF,,,2wd OK-swimming,10,2400,NH ND PT NW NS NR N$,BC,,,
-124.348,55.169,CHUC,Chuchi Lake Point,SF,,,2wd OK,15,3000,NH ND PT NW NS NR N$,BC,,,
-124.48,53.353,CHUT,Chutanli Lake,SF,,,2wd OK,13,3500,NH ND PT NW NS NR N$,BC,,,
-119.533,49.689,CHUL,Chute Lake,SF,,,2wd OK,5,3900,NH ND PT NW NS NR N$,BC,7,NE,Naramata
-122.105,50.613,CINN,Cinnamon,SF,,,2wd OK-RVs can access,10,2100,NH ND PT NW NS NR N$,BC,16.9,E,Darcy
-121.986,49.042,CLEC,Clear Creek  - Cultus Lake Provincial Park,PP,604.986.9371,,,,,RS,BC,1.8,S,Cultus Lake
-120.191,52.139,CLEA,Clearwater Falls Creek  - Wells Gray Provincial Park,PP,250.674.2194,,,80,2254,NR,BC,,,
-123.567,53.961,COBB,Cobb Lake,SF,,,2wd OK,8,2600,NH ND PT NW NS NR N$,BC,18.3,E,Vanderhoof
-124.428,51.773,COCH,Cochin Lake,SF,,,2wd OK,5,3400,NH ND PT NW NS NR N$,BC,,,
-121.767,49.52,COGB,Cogburn Beach,SF,,,2wd OK-swimming,25,,NH ND PT NW NS NR L$,BC,15.2,N,Harrison Hot Springs
-120.805,49.074,COLD,Cold Spring - Manning Provincial Park,PP,604.795.6161,,,64,4013,NR,BC,1.2,NW,Manning Park
-120.405,51.725,COLN,Coldscaur Lake N.,SF,,,2wd OK-RVs can access,13,3700,NH ND PT NW NS NR N$,BC,,,
-120.377,51.714,COLS,Coldscaur Lake S,SF,,,2wd OK,5,3700,NH ND PT NW NS NR N$,BC,,,
-118.843,50.602,COOK,Cooke Creek,SF,,,2wd OK-swimming,8,,NH ND PT NW NS NR L$,BC,13.5,E,Enderby
-120.557,49.191,COPP,Copper Creek,SF,,,2wd OK-RVs can access,5,3100,NH ND PT NW NS NR L$,BC,13.4,NE,Manning Park
-126.457,49.723,COUG,Cougar Creek,SF,,,2wd OK,55,,NH ND PT NW NS NR L$,BC,,,
-120.072,49.811,CRES,Crescent Lake,SF,,,2wd OK,5,4500,NH ND PT NW NS NR N$,BC,31.1,NE,Princeton
-120.731,52.282,CROO,Crooked Lake N.,SF,,,2wd OK-RVs can access,5,3100,NH ND PT NW NS NR N$,BC,29.2,E,Horsefly
-122.674,54.473,CROO,Crooked River Provincial Park,PP,250.964.3489,,,65,2352,RS,BC,,,
-120.758,51.458,CRYS,Crystal Lake,SF,,,2wd OK-RVs can access,13,3800,NH ND PT NW NS NR N$,BC,2,SW,Bridge Lake
-123.356,55.536,CUTT,Cut Thumb Bay,SF,,,2wd OK,5,2200,NH ND PT NW NS NR N$,BC,,,
-124.806,53.704,CUTO,Cutoff Creek,SF,,,2wd OK,5,2300,NH ND PT NW NS NR N$,BC,26.8,SW,Fort Fraser
-119.268,50.144,DAME,Damer Lake,SF,,,2wd OK,5,4300,NH ND PT NW NS NR N$,BC,,,
-119.867,49.712,DARK,Darke Lake Provincial Park,PP,,,,,,NR,BC,,,
-122.733,54.515,DAVS,Davie Lake S.,SF,,,2wd OK-swimming,13,2300,NH ND PT NW NS NR N$,BC,,,
-116.955,50.143,DAVI,Davis Creek - Kootenay Lake Provincial Park,PP,250.825.4212,,,,1879,NR,BC,2,SW,Argenta
-120.729,49.863,DAVI,Davis Lake,SF,,,2wd OK-RVs can access,50,3400,NH ND PT NW NS NR L$,BC,23.8,SW,Quilchena
-120.387,51.538,DEER,Deer Lake,SF,,,2wd OK,5,4500,NH ND PT NW NS NR N$,BC,11.1,NW,Little Fort
-121.684,49.368,DEER,Deer Lake - Sasquatch Provincial Park,PP,604.986.9371,,,30,,NR,BC,6.5,NE,Harrison Hot Springs
-121.986,49.042,DELT,Delta Bay - Cultus Lake Provincial Park,PP,604.986.9371,,,,,RS,BC,1.8,S,Cultus Lake
-122.614,49.208,DERB,Derby Reach Regional Park,CP,604.530.4983,mid mar-mid oct,tents,40,,NH,BC,,,Fort Langley
-120.424,49.46,DEWD,Dewdney,SF,,,2wd OK-RVs can access,5,2000,NH ND PT NW NS NR N$,BC,3.7,E,Princeton
-123.3,55.532,DINA,Dina - Heather Dina Lakes Provincial Park,PP,250.614.9918,,,5,2379,NR,BC,,,
-124.728,49.958,DINN,Dinner Rock,SF,,,2wd OK,13,,NH ND PT NW NS NR N$,BC,12.4,NW,Powell River
-124.317,49.945,DODD,Dodd Lake,SF,,,2wd OK-small RVs can access,13,,NH ND PT NW NS NR N$,BC,,,
-116.014,50.814,DOLL,Dolly Varden - Kootenay National Park,CNP,250.347.9505,,,7,3809,NH VT NR,BC,9.4,NE,Edgewater
-124.458,54.821,DOLP,Dolphin Lake,SF,,,2wd OK,5,3300,NH ND PT NW NS NR N$,BC,,,
-126.553,54.955,DORI,Doris Lake,SF,,,2wd OK-RV not recommended - swimming,8,2900,NH ND PT NW NS NR N$,BC,,,
-115.24,49.145,DORR,Dorr Road,SF,,,2wd OK,60,2700,NH ND PT NW NS NR L$,BC,7.7,NW,Grasmere
-121.782,51.008,DOWN,Downing Provincial Park,PP,250.397.2523,,walk to sites only,18,3569,NR,BC,10.2,SW,Clinton
-120.911,51.699,DREW,Drewry Lake W.,SF,,,2wd OK-RV not recommended,5,3500,NH ND PT NW NS NR N$,BC,5.3,S,Canim Lake
-122.47,50.19,DRIF,Driftwood Bay,SF,,,,10,,NH ND PT NW NS NR L$,BC,39.4,W,Lytton
-116.038,50.587,DRYG,Dry Gulch Provincial Park,PP,301.695.2625,,,26,3024,NR,BC,2.8,SE,Radium Hot Springs
-120.707,50.656,DUFF,Duffy Lake,SF,,,2wd OK-RVs can access,50,3900,NH ND PT NW NS NR L$,BC,9,SE,Savona
-121.911,52.165,DUGA,Dugan Lake,SF,,,2wd OK-RVs can access,23,3100,NH ND PT NW NS NR N$,BC,4.3,N,150 Mile House
-122.801,57.174,DUHU,Duhu Lake,SF,,,2wd OK,5,4000,NH ND PT NW NS NR N$,BC,,,
-120.143,51.456,DUNN,Dunn Lake N.,SF,,,2wd OK-RVs can access,5,,NH ND PT NW NS NR N$,BC,3.5,NE,Little Fort
-125.808,54.215,EAGL,Eagle Creek-Opal Beds Trail,SF,,,2wd OK,8,2600,NH ND PT NW NS NR N$,BC,,,
-119.853,51.255,EAST,East Barriere Lake,SF,,,2wd OK-RVs can access - swimming,15,2100,NH ND PT NW NS NR L$,BC,,,
-115.103,49.099,EDWA,Edwards Lake,SF,,,2wd OK,5,2600,NH ND PT NW NS NR N$,BC,0.9,W,Grasmere
-120.851,52.234,ELBO,Elbow Lake,SF,,,2wd OK-RVs can access,8,3100,NH ND PT NW NS NR N$,BC,24.9,E,Horsefly
-125.427,50.275,ELKB,Elk Bay,SF,,,2wd OK,10,,NH ND PT NW NS NR N$,BC,,,
-125.928,50.312,ELKC,Elk Creek,SF,,,2wd OK,8,,NH ND PT NW NS NR L$,BC,,,
-119.441,50.174,ELLI,Ellison Provincial Park,PP,250.545.9943,,,71,,RS,BC,9.8,SW,Vernon
-121.161,51.443,EMER,Emerald Bay - Green Lake Provincial Park,PP,250 397.2523,,,51,3581,NR,BC,,,
-121.419,49.512,EMOR,Emory Creek Provincial Park,PP,604 863.2443,,,34,,NR,BC,9.1,N,Hope
-115.255,49.165,ENGL,Englishman Creek,SF,,,2wd OK-RVs can access,40,2500,NH ND PT NW NS NR L$,BC,9,NW,Grasmere
-124.357,49.251,ENGL,Englishman River Falls Provincial Park,PP,250.474.1336,,,105,,RS,BC,2.6,S,Errington
-121.97,49.057,ENTR,Entrance Bay - Cultus Lake Provincial Park,PP,604.986.9371,,,,,RS,BC,0.8,SE,Cultus Lake
-117.547,51.7,ESPL,Esplanade Bay,SF,,,2wd OK-RVs can access,15,2500,NH ND PT NW NS NR N$,BC,,,
-119.463,50.211,EVEL,Evely,SF,,,2wd OK,50,,NH ND PT NW NS NR L$,BC,9.3,SW,Vernon
-124.354,48.588,FAIR,Fairy Lake,SF,,,RVs can access,36,,NH ND PT NW NS NR L$,BC,,,
-121.989,51.938,FELK,Felker Lake,SF,,,2wd OK-RVs can access,10,2800,NH ND PT NW NS NR L$,BC,23.7,W,Lac La Hache
-124.757,49.542,FILL,Fillongley Provincial Park,PP,250.474.1336,,,10,,RS,BC,2.3,SE,Denman Island
-123.816,55.986,FINL,Finlay Bay,SF,,,2wd OK,20,2200,NH ND PT NW NS NR N$,BC,,,
-119.497,50.138,FINT,Fintry Provincial Park,PP,250.260.3590,,,100,,RS,BC,17.3,N,Kelowna
-121.567,50.002,FIRF,Fir Flat,SF,,,2wd OK-RVs can access,5,,NH ND PT NW NS NR L$,BC,16,S,Lytton
-122.859,52.262,FIRL,Fir Lake,SF,,,2wd OK-RVs can access,13,3900,NH ND PT NW NS NR N$,BC,21.6,NE,Alexis Creek
-124.9,53.598,FISH,Fish Lake S,SF,,,2wd OK,5,2900,NH ND PT NW NS NR N$,BC,,,
-126.065,52.37,FISH,Fisheries Pool - Tweedsmuir South Provincial Park,PP,250.397.2523,,,12,,NR,BC,,,
-123.785,52.947,FISP,Fishpot Lake S,SF,,,2wd OK,5,3300,NH ND PT NW NS NR N$,BC,,,
-120.212,51.125,FISC,Fishtrap Creek,SF,,,2wd OK-RVs can access,5,2000,NH ND PT NW NS NR N$,BC,,,
-120.748,54.927,FLAT,Flatbed Creek,SF,,,2wd OK-RVs can access,5,3200,NH ND PT NW NS NR N$,BC,16.8,SE,Tumbler Ridge
-123.062,51.768,FLET,Fletcher Lake,SF,,,2wd OK-RVs can access,5,3600,NH ND PT NW NS NR N$,BC,10.5,S,Hanceville
-120.458,55.188,FOOT,Foot Lake,SF,,,2wd OK,13,3300,NH ND PT NW NS NR N$,BC,29.5,SW,Tomslake
-122.048,52.298,FORE,Forest Lake,SF,,,2wd OK,10,3000,NH ND PT NW NS NR N$,BC,14.3,N,150 Mile House
-115.625,49.622,FORT,Fort Steele Provincial Historical Park,PP,,,,,,NR,BC,,,
-123.942,48.393,FREN,French Beach Provincial Park,PP,250.474.1336,,,70,,RS,BC,37.1,W,Juan De Fuca
-122.776,50.943,FRIB,Friburg,SF,,,2wd OK-RVs can access,5,3300,NH ND PT NW NS NR N$,BC,,,
-114.667,49.004,FROZ,Frozen Lake,SF,,,2wd OK,5,5000,NH ND PT NW NS NR N$,BC,20,E,Grasmere
-125.57,50.029,FRYP,Fry Peninsula,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,,,
-116.859,49.87,GARL,Garland Bay,SF,,,swimming,23,1800,NH ND PT NW NS NR L$,BC,7.4,N,Riondel
-123.07,55.23,GATA,Gataiga Lake,SF,,,2wd OK,5,2300,NH ND PT NW NS NR N$,BC,7.5,S,Mackenzie
-121.714,52.49,GAVI,Gavin Lake,SF,,,2wd OK-RVs can access,5,3200,NH ND PT NW NS NR N$,BC,7.6,NE,Big Lake Ranch
-127.614,50.745,GEOR,Georgie Lake,SF,,,2wd OK,10,,NH ND PT NW NS NR N$,BC,,,
-120.965,49.924,GILL,Gillis Lake W.,SF,,,2wd OK,5,3800,NH ND PT NW NS NR N$,BC,,,
-120.277,50.25,GLIN,Glimpse Lake N.,SF,,,2wd OK-RVs can access - drive slow thru community,18,3900,NH ND PT NW NS NR L$,BC,6.3,NW,Douglas Lake
-120.288,50.244,GLSW,Glimpse Lake SW.,SF,,,2wd OK,8,3900,NH ND PT NW NS NR L$,BC,10.3,NE,Quilchena
-122.459,49.326,GOLC,Gold Creek - Golden Ears Provincial Park,PP,604.466.8325,,,148,,NR,BC,,,
-115.235,49.068,GOLD,Gold Creek Bay,SF,,,2wd OK-RVs can access,23,2500,NH ND PT NW NS NR L$,BC,7.2,W,Grasmere
-116.949,51.298,GOLD,Golden Municipal Campground,CP,250.344.5412,all year,train noise,72,2600,WE DP FT DW SH PA,BC,,,Golden
-121.39,50.348,GOLP,Goldpan Provincial Park,PP,250.455.2708,,,14,,NR,BC,4.8,S,Spences Bridge
-123.55,48.459,GOLS,Goldstream Provincial Park,PP,250.474.1336,,campground fills up - get res.,175,,RS,BC,8.7,W,Victoria
-120.359,51.503,GOOL,Goose Lake,SF,,,2wd OK,5,4100,NH ND PT NW NS NR N$,BC,8.6,NW,Little Fort
-124.199,48.834,GORD,Gordon Bay Provincial Park,PP,250.474.1336,,,126,,NR,BC,1.8,NW,Honeymoon Bay
-125.501,50.045,GOSL,Gosling Lake,SF,,,2wd OK,5,,NH ND PT NW NS NR N$,BC,,,
-121.864,49.332,GRAC,Grace Lake,SF,,,2wd OK-res (604)796-0102,5,,NH ND PT NW NS RS L$,BC,7.8,NW,Agassiz
-120.678,49.504,GRAN,Granite Creek,SF,,,2wd OK-RVs can access,20,2400,NH ND PT NW NS NR L$,BC,0.7,SE,Coalmont
-124.796,54.512,GRAS,Grassham Lake,SF,,,2wd OK-RVs can access,5,3200,NH ND PT NW NS NR N$,BC,,,
-131.66,53.112,GRAY,Gray Bay,SF,,,2wd OK,23,,NH ND PT NW NS NR N$,BC,,,
-125.594,50.05,GRAY,Gray Lake,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,,,
-123.572,54.372,GREA,Great Beaver Lake,SF,,,2wd OK,15,2700,NH ND PT NW NS NR N$,BC,,,
-125.722,49.056,GREE,Green Point  - Pacific Rim National Park,CNP,250.726.3500,,,94,,FT RS,BC,,,
-121.349,51.854,GREE,Greeny Lake N.,SF,,,2wd OK-RVs can access,18,3100,NH ND PT NW NS NR L$,BC,6,NE,Lac La Hache
-123.641,53.615,GRI2,Grizzly Lake,SF,,,2wd OK,,3300,NH ND PT NW NS NR N$,BC,,,
-122.773,50.894,GUNC,Gun Creek,SF,,,2wd OK-RVs can access - swimming,15,2200,NH ND PT NW NS NR N$,BC,,,
-122.247,56.5,HALF,Halfway/Graham,SF,,,2wd OK,13,2200,NH ND PT NW NS NR N$,BC,23,SW,Wonowon
-124.776,53.825,HALL,Hallett Lake,SF,,,2wd OK,10,2600,NH ND PT NW NS NR N$,BC,18.7,SW,Fort Fraser
-120.707,51.245,HAMM,Hammer Lake N.,SF,,,2wd OK-RVs can access,10,4200,NH ND PT NW NS NR N$,BC,16.4,S,Bridge Lake
-120.733,49.059,HAMP,Hampton - Manning Provincial Park,PP,604.795.6161,,,95,3779,NR,BC,2.2,E,Manning Park
-120.7,49.973,HARM,Harmon Lake E.,SF,,,2wd OK-RVs can access,32,3700,NH ND PT NW NS NR L$,BC,16.5,SW,Quilchena
-120.707,49.969,HARM,Harmon Lake W.,SF,,,2wd OK-RVs can access,13,3700,NH ND PT NW NS NR L$,BC,17,SW,Quilchena
-128.788,54.722,HART,Hart Farm,SF,,,2wd OK,18,,NH ND PT NW NS NR N$,BC,,,
-120.044,49.987,HATH,Hathueme Lake S.,SF,,,,13,4600,NH ND PT NW NS NR N$,BC,14.6,SE,Douglas Lake
-119.446,49.018,HAYN,Haynes Point Provincial Park,PP,250.548.0076,,,41,,RS,BC,1.4,SE,Osoyoos
-120.012,49.816,HEAD,Headwater Lakes 3,SF,,,2wd OK,8,4200,NH ND PT NW NS NR N$,BC,33.1,NE,Princeton
